BULAN,KOTA MEULABOH,KOTA BANDA ACEH,KOTA LHOKSEUMAWE,KOTA SIBOLGA,KOTA PEMATANG SIANTAR,KOTA MEDAN,KOTA PADANGSIDIMPUAN,KOTA PADANG,KOTA BUKITTINGGI,TEMBILAHAN,KOTA PEKANBARU,KOTA DUMAI,BUNGO,KOTA JAMBI,KOTA PALEMBANG,KOTA LUBUKLINGGAU,KOTA BENGKULU,KOTA BANDAR LAMPUNG,KOTA METRO,TANJUNG PANDAN,KOTA PANGKAL PINANG,KOTA BATAM,KOTA TANJUNG PINANG,DKI JAKARTA,KOTA BOGOR,KOTA SUKABUMI,KOTA BANDUNG,KOTA CIREBON,KOTA BEKASI,KOTA DEPOK,KOTA TASIKMALAYA,CILACAP,PURWOKERTO,KUDUS,KOTA SURAKARTA,KOTA SEMARANG,KOTA TEGAL,KOTA YOGYAKARTA,JEMBER,BANYUWANGI,SUMENEP,KOTA KEDIRI,KOTA MALANG,KOTA PROBOLINGGO,KOTA MADIUN,KOTA SURABAYA,KOTA TANGERANG,KOTA CILEGON,KOTA SERANG,SINGARAJA,KOTA DENPASAR,KOTA MATARAM,KOTA BIMA,MAUMERE,KOTA KUPANG,KOTA PONTIANAK,KOTA SINGKAWANG,SAMPIT,KOTA PALANGKA RAYA,TANJUNG,KOTA BANJARMASIN,KOTA BALIKPAPAN,KOTA SAMARINDA,KOTA TARAKAN,KOTA MANADO,KOTA PALU,BULUKUMBA,WATAMPONE,KOTA MAKASSAR,KOTA PARE-PARE,KOTA PALOPO,KOTA KENDARI,KOTA BAU-BAU,KOTA GORONTALO,MAMUJU,KOTA AMBON,KOTA TUAL,KOTA TERNATE,MANOKWARI,KOTA SORONG,MERAUKE,KOTA JAYAPURA
Jun-16,0.02,-0.10,0.04,0.28,0.23,0.32,0.20,0.00,0.00,0.00,-0.05,0.00,0.18,-0.58,0.05,0.02,-0.01,-0.10,0.67,0.01,0.20,-0.04,0.26,0.03,0.41,0.04,0.00,0.40,0.00,-0.10,0.10,0.21,-0.03,0.27,0.16,0.35,0.18,0.09,-0.29,-0.21,0.97,-0.23,-0.33,-0.17,0.00,0.34,0.00,0.14,-0.03,0.00,0.00,-0.04,0.80,-0.01,-0.06,-0.03,-0.06,0.89,-0.04,0.04,0.26,-0.12,0.00,0.05,0.34,0.13,0.00,0.03,-0.26,3.98,0.15,0.09,-0.04,-0.02,0.20,-0.99,0.08,-0.03,0.48,0.01,0.19,0.09
Jul-16,0.00,-0.14,0.12,1.35,-0.02,1.05,-0.01,0.07,0.00,-0.01,-0.20,0.00,-0.09,-0.29,0.09,0.95,0.00,0.00,-0.02,0.07,-0.01,-0.02,0.25,0.07,0.11,0.06,-0.04,0.40,0.01,-0.18,-0.02,-0.48,-0.07,-0.04,0.07,0.49,-0.04,0.28,0.00,0.19,0.12,0.12,0.40,0.30,0.18,-0.12,0.12,-0.12,-0.22,1.54,0.00,0.18,-0.07,-0.05,0.27,0.17,-0.48,0.34,-0.04,0.04,0.00,0.02,0.00,0.16,0.27,0.04,0.02,0.24,-0.22,0.08,0.04,-0.07,-0.03,-0.13,0.19,-0.45,0.00,-0.09,0.15,0.00,0.40,0.10
Aug-16,0.74,0.20,0.12,0.62,0.02,0.15,0.00,0.19,0.00,0.06,0.07,0.01,-0.12,0.96,-0.02,0.20,0.03,0.00,0.08,-0.12,0.29,0.02,0.00,0.66,0.26,-0.22,0.00,0.00,0.13,0.28,0.17,0.32,-0.03,0.54,-0.15,0.14,-0.04,0.61,0.00,0.00,-0.38,0.08,1.00,0.67,0.48,0.17,0.00,0.07,0.39,0.36,1.02,-0.25,0.98,-0.01,-0.03,1.10,0.88,0.13,-0.08,0.00,0.47,-0.07,-0.06,0.07,-0.12,0.15,0.49,0.09,0.05,-0.82,-0.01,-0.22,-0.01,-0.18,-0.03,0.01,-0.19,-0.31,0.37,0.40,0.02,0.26
Sep-16,0.06,0.24,0.05,0.02,0.03,-0.14,0.84,0.15,0.01,0.00,-0.12,1.30,0.54,-0.36,0.03,-0.02,0.00,0.00,0.00,-0.34,0.12,3.31,0.54,0.69,0.12,-0.37,0.06,-0.08,-0.07,0.01,0.08,0.82,-0.17,0.10,0.47,0.03,0.31,0.27,0.00,-0.02,0.02,0.70,-0.18,-0.21,0.79,0.56,0.01,0.00,0.17,0.00,0.00,-0.27,0.28,0.03,0.05,0.16,0.08,-0.03,0.00,0.12,0.30,0.14,0.11,0.05,-0.14,-0.02,0.19,0.05,0.24,-0.76,-0.12,0.00,-0.25,0.01,0.04,-0.15,-0.06,-0.13,0.00,-0.33,-0.06,0.28
Oct-16,-0.02,-0.05,0.27,0.45,0.23,-0.12,0.44,0.00,0.01,0.00,-0.01,0.00,1.83,0.35,0.04,0.13,0.03,1.91,0.18,-0.40,2.45,-0.03,0.00,0.56,1.55,-0.07,0.09,-0.09,0.03,-0.07,0.65,-0.23,0.06,-0.05,-0.04,-0.04,-0.05,-0.10,0.07,-0.22,0.00,0.56,-0.31,0.98,0.33,0.62,-0.03,-0.01,0.53,0.01,-0.01,2.85,0.03,0.04,0.02,0.02,0.91,0.20,0.00,-0.03,-0.01,-0.32,0.13,0.05,-0.11,0.64,0.39,-0.03,0.01,0.65,-0.10,-0.03,0.00,-0.26,0.16,-0.21,-0.23,0.27,0.80,-0.40,0.00,0.29
Nov-16,0.00,-0.06,0.49,-0.04,0.03,0.13,0.15,0.17,0.00,0.06,1.31,0.59,-0.01,1.15,0.02,-0.09,0.55,-0.02,0.02,-0.65,-0.04,-0.03,0.00,0.10,0.25,-0.26,0.48,-0.68,0.02,-0.21,0.19,0.31,0.08,0.62,-0.03,0.00,0.15,-0.33,-0.12,-0.37,1.06,0.12,0.38,-0.08,-0.45,0.14,0.19,0.02,-0.25,0.00,-0.03,-0.14,0.06,0.45,0.27,-0.07,-0.13,-0.05,0.00,0.60,0.27,0.04,-0.02,0.01,-0.11,-0.22,-0.15,0.25,-0.04,-0.19,-0.04,-0.03,0.17,-0.06,0.22,-0.15,-0.02,0.22,0.46,-0.15,0.06,0.13
Dec-16,0.23,0.14,0.25,0.15,0.02,0.40,-0.03,1.20,1.44,0.00,0.11,0.00,-0.03,0.06,0.00,0.23,-0.14,2.46,0.00,-0.16,-0.01,0.00,0.52,0.06,0.06,-0.19,-0.07,-0.22,0.06,0.58,0.35,-0.24,1.13,0.03,-0.06,0.23,-0.05,0.11,1.26,-0.17,0.00,0.27,0.04,0.55,0.07,0.20,0.10,-0.03,-0.12,0.00,0.03,-0.07,0.14,0.06,0.18,0.18,0.17,0.50,-0.18,0.05,0.90,0.16,0.00,0.23,0.16,0.03,0.03,0.17,0.01,0.13,0.00,-0.12,0.46,0.04,-0.03,-0.09,-0.10,0.10,0.00,-0.01,0.02,0.19
Jan-17,0.83,0.09,0.08,-0.39,0.00,0.57,0.11,0.17,0.60,1.49,1.21,-0.03,0.21,0.37,-0.14,0.93,0.49,-0.13,0.00,0.07,-0.03,0.00,0.43,1.31,1.43,-0.49,-0.09,-0.04,-0.05,-0.09,-0.15,0.64,0.57,-0.12,0.04,0.72,-0.06,-0.05,-0.81,-0.20,0.34,1.17,0.72,0.02,0.14,0.36,0.00,0.00,-0.12,0.00,-0.08,0.62,0.44,0.17,0.13,0.65,0.14,0.00,-0.07,-0.37,0.63,-0.47,0.21,0.21,1.47,-0.16,0.70,-0.03,0.20,0.41,0.04,0.40,0.07,0.38,0.47,-0.20,-0.03,0.05,-0.01,0.11,0.00,0.43
Feb-17,0.06,0.42,0.16,-0.15,-0.32,0.41,-0.03,0.03,0.28,0.00,0.07,1.31,0.31,0.12,0.26,0.27,0.46,0.64,-0.16,0.12,0.14,-0.11,1.01,0.07,-0.33,-0.37,0.31,0.00,0.35,0.64,0.01,2.00,0.23,0.46,-0.30,0.57,-0.10,0.32,0.15,0.35,1.02,0.38,0.50,0.49,2.56,-0.39,1.25,-0.28,-0.14,-0.01,0.11,0.05,0.61,1.22,0.49,0.23,0.20,-0.08,0.07,0.20,0.36,-0.05,0.32,0.17,1.71,0.90,0.33,0.43,0.04,0.68,0.01,0.08,0.41,1.78,0.38,-0.15,0.02,-0.03,0.00,1.06,-0.06,0.25
Mar-17,0.16,0.43,0.06,-0.09,-0.04,-0.04,0.18,-0.04,0.05,-0.10,0.35,0.03,0.82,0.20,-0.24,-0.10,0.13,0.11,0.00,-0.22,0.00,0.04,0.00,0.23,0.19,0.20,0.00,-0.42,0.20,0.13,-0.02,-0.40,0.38,0.09,0.36,0.46,-0.03,-0.03,-0.04,0.02,0.10,-0.04,0.16,-0.02,-0.04,-0.02,0.08,0.98,0.37,-0.09,0.12,0.61,-1.15,0.05,-0.12,0.57,0.17,0.28,0.00,0.02,-0.31,0.00,0.01,-0.09,0.01,0.13,1.39,0.03,0.37,0.09,0.07,0.00,0.04,0.20,-0.15,-0.35,0.00,-0.11,0.93,0.65,-0.28,0.12
Apr-17,-0.06,0.07,0.25,-0.13,0.00,0.29,0.03,0.12,0.01,0.00,2.72,0.02,-0.05,0.25,0.06,0.16,-0.46,0.00,-0.26,-0.02,0.01,0.00,-0.10,0.23,0.02,-0.05,-0.08,0.10,0.01,0.11,-0.03,-0.02,-0.23,0.00,-0.03,0.07,0.05,0.25,-0.18,0.12,-0.02,-0.02,0.10,-0.25,-0.45,-0.02,0.03,0.02,-0.05,-0.01,-0.02,-0.09,-0.39,0.03,0.11,0.03,0.02,0.02,0.05,-0.04,0.06,-0.05,-0.05,0.05,0.77,0.00,0.13,0.03,-0.05,-0.10,-0.01,0.06,0.48,0.00,0.22,0.71,0.00,-0.05,0.00,0.21,0.10,0.12
May-17,-0.06,0.00,0.15,-0.38,-0.18,-0.02,-0.03,0.22,0.07,2.38,0.51,-0.06,-0.25,0.42,1.04,0.45,-0.23,0.84,0.11,0.32,-0.04,0.00,0.00,0.03,-0.10,0.25,0.00,0.09,0.00,0.04,0.17,0.10,-0.22,0.26,-0.08,0.39,0.06,0.02,-0.02,-0.01,0.07,0.00,-0.23,0.08,0.08,0.04,0.20,-0.02,0.13,-0.02,-0.04,0.11,0.21,-0.14,0.12,0.16,1.14,3.19,0.04,0.10,-0.02,0.21,0.07,0.00,0.00,-0.01,0.39,0.04,-0.04,0.40,0.09,0.07,0.00,-0.02,0.07,0.00,0.00,0.00,-0.02,-0.03,0.01,0.12
Jun-17,-0.02,0.00,0.13,-0.01,-0.06,0.12,0.03,0.02,-0.05,0.00,0.03,0.25,-0.39,0.01,0.06,-0.23,-0.03,-0.09,-0.25,0.00,-0.11,-0.03,0.00,-0.07,-0.12,-0.21,-0.52,0.00,0.00,0.58,-0.18,-0.11,0.08,-1.41,-0.03,-0.10,-0.02,0.02,0.00,0.02,0.03,-0.02,-0.34,0.19,-0.08,0.20,0.01,-0.01,-0.02,-0.01,-0.01,-0.07,-0.71,0.03,-0.12,0.38,-0.10,0.07,0.10,0.24,0.82,-0.03,0.71,0.17,-0.14,-0.02,0.29,0.09,-0.01,0.00,-0.01,-0.04,-0.02,-0.03,0.08,0.20,0.13,0.09,0.00,-0.09,0.00,-0.01
Jul-17,0.02,0.03,-0.15,-0.03,0.04,0.21,0.03,0.26,0.02,-0.05,-0.19,0.00,0.31,-0.06,-0.14,0.00,-0.06,0.34,-0.21,0.00,0.00,0.00,0.00,0.02,-0.10,-0.26,-0.06,3.45,0.00,0.00,-0.12,-0.42,-0.09,-0.52,0.03,0.07,-0.17,-0.02,-0.02,-0.02,0.13,0.00,-0.30,-0.31,0.16,0.11,0.00,0.24,0.27,0.00,0.00,0.10,0.14,0.06,-0.05,0.34,-0.55,-0.15,-0.07,-0.02,0.07,0.08,-0.01,-0.06,-0.03,-0.14,0.04,0.06,0.00,0.50,0.00,0.00,-0.14,0.06,0.34,-0.07,-0.08,0.09,-0.04,0.00,0.21,0.03
Aug-17,0.58,1.78,0.50,0.18,0.01,-0.03,0.29,0.10,0.05,1.58,0.19,0.00,0.06,0.16,0.33,0.03,-0.11,-0.12,0.12,0.08,0.00,1.38,0.00,0.08,-0.06,-0.14,-0.05,-0.21,-0.13,-0.01,0.84,-0.11,-1.00,0.00,-0.05,0.33,-0.26,-0.03,0.00,-0.02,-0.07,0.00,0.33,0.00,0.13,0.07,0.04,0.09,0.29,-0.03,0.00,0.10,0.15,0.38,0.33,-0.02,0.11,-0.15,0.33,-0.12,0.00,0.13,-0.02,0.00,-0.02,-0.33,0.01,0.04,0.05,-0.03,-0.03,0.00,-0.05,0.01,0.03,-0.15,0.25,-0.02,-0.01,-0.70,-0.02,0.09
Sep-17,0.28,1.42,0.00,-0.01,0.39,-0.01,0.11,0.00,0.15,0.00,0.33,0.03,0.49,0.33,0.21,0.03,-0.01,0.01,0.02,-0.07,0.24,-0.02,0.00,-0.01,-0.04,-0.22,0.00,0.24,0.02,-0.04,0.15,0.32,0.25,1.18,0.00,0.13,-0.54,0.95,0.39,0.01,0.28,0.04,0.06,0.36,0.43,1.43,0.10,-0.02,0.08,0.04,0.28,0.01,0.18,0.40,1.25,0.42,0.41,0.12,0.13,0.13,0.36,0.08,-0.02,0.04,-0.28,0.09,-0.05,0.18,1.22,0.08,0.03,0.58,0.18,-0.05,0.57,0.10,0.06,0.10,0.00,0.36,-0.08,0.17
Oct-17,-0.30,-0.63,0.59,0.00,0.52,0.09,0.01,0.77,0.05,0.00,-0.03,0.00,0.36,-0.15,0.23,-0.03,-0.03,0.27,0.24,0.00,0.02,0.03,0.00,0.00,0.27,0.25,0.00,0.00,0.02,-0.17,-0.08,0.02,0.13,0.46,-0.09,-0.12,0.27,0.69,0.00,1.83,0.45,-0.02,0.17,0.30,0.17,0.57,-0.02,0.00,0.02,0.00,0.23,0.23,-0.09,-0.01,0.93,0.28,0.98,0.07,0.02,0.11,0.08,0.32,-0.03,0.04,-0.03,0.12,1.13,0.18,0.00,0.00,0.08,0.00,0.04,0.12,0.67,0.16,0.00,0.38,0.17,0.00,0.02,0.12
Nov-17,0.01,0.17,0.70,0.00,0.00,0.11,-0.06,0.00,-0.02,1.33,0.48,0.49,0.20,0.23,0.05,0.11,0.71,0.00,0.00,0.12,-0.05,0.08,0.02,0.00,0.00,0.10,0.23,-0.04,0.00,-0.03,-0.08,0.04,1.03,-0.09,-0.15,0.07,0.34,0.33,0.35,0.30,0.14,-0.16,0.41,0.06,-0.12,0.07,-0.06,0.19,-0.06,6.39,0.00,0.38,0.02,-0.01,0.03,0.12,0.93,0.16,0.00,0.32,0.24,0.09,0.02,0.02,0.11,0.00,0.03,0.02,0.80,0.44,0.00,-0.05,0.25,0.10,-0.01,0.05,-0.50,0.03,0.02,0.05,-0.01,0.12
Dec-17,-0.02,0.25,0.91,0.00,0.00,0.16,0.02,0.84,0.00,0.00,0.02,0.00,0.15,0.14,0.21,-0.14,0.33,0.00,0.00,-0.02,0.07,0.02,0.04,0.03,-0.62,0.03,-0.19,-0.32,0.00,0.00,-0.26,-0.15,0.05,-0.14,-0.05,0.12,0.10,0.05,0.00,0.03,0.07,-0.07,-0.31,-0.07,-0.42,0.00,0.01,-0.05,-0.57,0.00,0.00,0.17,-0.11,0.09,0.08,0.32,0.03,0.02,0.10,0.24,0.00,0.19,0.00,0.81,1.62,0.19,1.05,0.21,0.46,1.37,0.36,0.67,0.47,0.02,0.08,0.41,0.02,-0.05,0.09,-0.37,0.15,0.04
Jan-18,0.04,0.14,0.37,0.03,0.00,0.07,0.21,0.50,0.26,0.35,0.36,0.01,-0.11,0.02,0.03,-0.03,0.02,2.18,-0.07,1.47,0.40,1.26,0.00,0.04,-0.24,0.04,0.72,-0.04,0.00,-0.04,0.10,0.07,-0.06,-0.03,0.10,0.07,0.64,0.32,0.00,0.02,0.00,-0.08,0.00,0.03,0.16,0.07,0.20,-0.11,0.96,0.03,0.03,1.08,1.53,0.09,-0.01,0.13,1.32,0.53,-0.04,0.12,0.05,0.31,0.14,0.05,0.00,1.09,0.33,1.13,0.00,1.59,-0.04,0.06,0.39,0.06,0.23,0.32,0.02,-0.10,-0.33,-0.03,-0.15,0.23
Feb-18,0.00,0.11,0.00,0.03,0.51,-0.02,-0.10,0.38,0.08,0.17,0.16,0.07,0.88,1.60,-0.01,0.01,0.26,0.00,0.11,0.08,0.00,0.06,0.00,0.00,-0.23,0.98,0.20,1.50,1.12,0.00,-0.01,1.21,0.52,0.27,-0.02,0.29,0.06,0.13,-0.01,0.62,0.01,0.11,2.87,-0.30,-0.12,0.11,0.01,0.28,-0.06,0.01,0.66,0.82,0.02,0.59,0.01,0.02,0.71,0.02,-0.14,0.07,0.62,0.08,-0.01,0.18,0.78,0.70,0.61,0.30,1.02,-0.49,0.17,0.00,0.35,0.14,0.02,-0.52,0.25,-0.19,1.02,-0.14,0.00,0.24
Mar-18,0.15,0.28,0.07,0.00,0.00,0.21,0.04,0.06,0.14,0.55,0.01,-0.07,0.03,0.09,0.06,0.12,-0.13,0.00,0.00,0.08,-0.02,0.00,0.00,-0.03,-0.19,0.65,-0.39,0.22,0.26,0.00,0.05,0.35,0.08,0.85,-0.01,0.01,0.14,0.03,0.06,-0.39,0.07,0.00,0.23,0.34,0.06,0.13,0.03,1.26,-0.15,-1.38,-0.33,0.33,0.43,0.01,0.02,0.28,-0.26,-0.01,0.02,-0.02,0.07,-0.04,0.01,0.02,0.28,0.40,0.17,0.02,0.00,0.77,0.03,0.46,-0.03,0.28,0.18,0.00,2.67,0.09,0.57,0.77,0.18,0.07
Apr-18,0.08,0.00,0.00,0.58,0.00,0.12,0.22,0.00,0.08,0.02,0.12,0.01,0.15,0.32,0.54,0.17,-0.26,0.73,0.05,0.00,0.02,-0.01,0.03,0.76,0.73,0.06,0.22,-0.86,0.00,0.04,-0.02,-0.06,-0.01,0.00,0.00,0.06,0.99,0.40,1.23,0.03,0.22,0.02,0.23,0.82,0.06,0.25,0.08,-0.35,0.20,0.20,-0.43,0.14,0.03,0.03,-0.01,0.07,-0.08,0.08,0.06,0.02,0.60,-0.28,0.10,-0.14,0.02,-0.04,-0.26,0.22,0.35,0.04,-0.02,0.02,0.02,0.15,0.02,1.93,0.04,0.10,0.09,-0.07,0.12,0.27
May-18,-0.05,0.03,-0.19,0.26,0.00,0.32,-0.05,0.01,0.12,0.27,-0.05,0.48,-0.04,-0.10,0.18,0.22,0.36,-0.15,0.14,1.50,-0.02,-0.03,0.00,0.00,0.06,0.01,0.00,0.00,0.00,0.00,0.10,-0.21,0.05,0.00,0.10,0.02,0.44,0.07,-0.05,0.43,0.16,0.01,0.00,0.12,0.06,0.63,0.11,-0.01,0.01,-1.21,0.00,0.20,-0.64,0.00,0.00,0.05,-0.02,0.23,1.11,0.05,0.16,0.22,1.36,0.00,0.33,0.68,0.80,0.08,0.15,-0.28,0.07,0.01,-0.03,0.12,0.14,0.13,0.25,0.06,0.15,0.05,0.07,0.10
Jun-18,0.03,-0.01,0.00,0.62,0.41,0.24,-0.04,0.00,0.62,0.00,0.36,0.15,0.03,0.00,-0.07,-0.15,0.36,-0.04,0.00,0.75,0.01,-0.08,0.00,0.60,0.00,0.03,0.01,-0.49,0.00,0.00,0.11,-0.06,-0.26,0.07,0.00,-0.02,0.09,0.43,0.50,0.03,0.04,0.00,0.00,0.47,0.03,0.09,0.00,0.26,-0.33,-0.21,0.11,-0.05,-0.20,0.00,-0.08,0.33,0.12,0.24,0.23,0.04,0.05,0.00,0.00,0.02,0.01,0.31,0.07,0.07,-0.08,0.09,0.15,0.00,-0.04,0.05,0.07,0.06,0.01,0.00,-0.31,0.00,0.56,0.17
Jul-18,0.01,0.05,-0.03,0.00,0.00,-0.17,0.12,0.00,0.20,0.00,0.05,0.02,0.00,0.16,0.04,0.10,0.16,0.01,-0.03,0.00,0.10,0.02,0.33,0.24,0.15,-0.02,0.30,-0.04,-0.11,0.00,0.01,0.07,0.93,0.09,0.04,-0.02,0.17,0.39,0.04,-0.11,0.00,0.08,0.21,0.00,0.17,0.15,0.14,-0.05,0.21,0.00,-0.05,-0.01,1.26,0.43,0.10,0.25,0.01,-0.02,1.20,0.74,0.04,0.87,0.00,0.01,-0.12,0.28,0.04,0.05,-0.09,0.30,0.07,0.00,0.43,-0.03,0.23,0.26,0.00,0.14,0.83,0.00,1.96,0.14
Aug-18,0.15,0.16,-0.08,0.06,-0.40,0.38,0.89,0.28,0.05,0.00,0.13,-0.14,0.27,0.08,0.30,-0.15,0.14,0.43,0.00,0.02,-0.02,0.00,0.00,0.06,0.15,-0.02,0.51,0.07,0.35,0.00,0.00,0.17,0.32,0.18,0.00,0.47,0.34,0.22,0.46,0.45,0.06,0.24,1.04,0.02,0.73,0.65,1.44,-0.05,0.99,-1.89,0.20,0.01,0.79,0.22,-0.61,0.25,0.64,0.15,0.08,0.03,-0.01,0.06,1.89,0.00,-0.10,-0.51,3.07,0.07,0.00,0.00,0.00,0.00,0.02,0.20,0.16,0.11,0.00,0.00,0.08,0.36,0.12,0.27
Sep-18,0.17,0.11,0.09,0.33,0.42,-0.02,0.19,0.04,-0.18,0.00,0.30,1.77,0.02,0.11,0.49,0.05,0.12,0.02,0.12,0.33,-0.01,0.00,0.00,0.07,0.00,0.70,0.67,0.03,-0.27,0.00,0.09,0.00,0.23,0.39,0.20,0.70,0.32,0.36,0.53,0.27,0.13,0.11,0.26,0.07,0.48,0.28,0.18,0.10,0.41,-0.89,0.16,0.09,0.41,0.15,0.90,0.50,0.76,0.23,0.11,0.02,0.23,2.18,0.08,0.06,0.00,0.13,0.29,0.02,0.01,0.08,0.00,0.33,0.08,0.62,0.01,0.32,0.22,-0.22,0.70,-0.22,0.27,0.20
Oct-18,0.46,0.64,0.43,0.00,0.16,0.48,0.04,0.99,0.39,0.04,0.23,0.91,0.01,0.64,0.05,0.17,0.07,-0.35,0.00,0.17,1.08,0.03,0.37,1.62,0.28,0.12,1.28,0.01,0.23,0.50,0.03,0.56,0.43,0.51,0.27,0.18,0.13,0.39,0.25,0.33,0.45,0.15,0.71,0.05,0.34,0.34,1.14,0.13,-0.09,0.00,0.14,0.62,0.14,0.71,0.16,0.46,0.16,0.11,0.26,0.09,0.01,0.36,0.02,0.25,0.72,0.18,1.34,0.01,0.00,1.32,0.39,0.22,0.49,0.14,1.17,0.00,0.01,1.67,0.07,-0.11,0.06,0.63
Nov-18,-0.06,0.13,0.00,-0.03,1.01,0.33,0.60,0.23,2.54,0.51,0.06,0.16,0.40,0.26,0.43,0.10,1.52,0.65,0.59,0.92,0.19,0.02,0.06,0.20,0.52,0.37,0.55,0.05,1.44,0.36,0.00,0.02,-0.09,0.24,0.40,0.14,0.54,0.42,0.19,0.56,0.00,-0.30,0.15,0.17,0.49,0.23,0.87,0.23,0.50,0.37,0.23,0.50,0.22,0.33,0.64,0.12,-0.02,0.00,0.04,0.07,0.09,0.00,0.53,-0.07,3.69,0.23,0.29,0.24,0.00,0.18,0.02,0.08,0.15,0.06,1.26,0.35,-0.11,-0.02,0.03,-0.49,0.12,0.36
Dec-18,0.33,0.03,0.00,0.03,0.04,0.13,-0.02,0.01,0.02,0.04,0.00,-0.07,0.56,0.10,0.44,0.08,-0.02,0.05,-0.08,0.03,0.27,0.02,0.20,0.07,0.33,0.02,0.50,0.71,0.00,0.04,0.00,0.14,0.37,-0.10,0.02,0.03,0.13,0.61,0.04,-0.08,0.04,-0.26,0.11,0.14,0.02,0.10,0.00,0.00,0.19,0.00,0.19,0.04,0.11,0.02,0.26,0.12,0.15,0.00,0.00,0.53,0.02,0.02,0.01,0.00,1.17,0.25,0.00,0.08,1.34,0.00,0.09,0.08,0.40,0.13,0.14,0.69,-0.03,-0.23,0.04,0.10,0.99,0.12
Jan-19,0.94,0.16,0.30,0.04,-0.14,0.04,-0.02,0.38,0.71,2.35,0.34,0.00,-0.11,-0.01,0.20,-0.23,0.36,-0.25,0.09,0.13,-0.08,-0.05,0.25,0.77,1.19,0.88,0.14,0.36,0.46,0.29,0.94,0.58,0.16,0.00,1.66,0.01,0.90,0.32,0.10,-0.05,0.03,-0.18,-0.15,0.03,0.10,0.26,1.16,2.95,0.68,1.07,0.32,0.01,-0.33,0.07,0.07,0.15,0.04,0.00,0.02,-0.05,0.08,0.44,-0.51,0.05,0.41,2.06,2.26,0.00,0.75,0.00,0.22,0.00,0.15,0.01,0.37,1.24,0.00,3.86,0.20,0.00,0.76,0.41
