BULAN,KOTA MEULABOH,KOTA BANDA ACEH,KOTA LHOKSEUMAWE,KOTA SIBOLGA,KOTA PEMATANG SIANTAR,KOTA MEDAN,KOTA PADANGSIDIMPUAN,KOTA PADANG,KOTA BUKITTINGGI,TEMBILAHAN,KOTA PEKANBARU,KOTA DUMAI,BUNGO,KOTA JAMBI,KOTA PALEMBANG,KOTA LUBUKLINGGAU,KOTA BENGKULU,KOTA BANDAR LAMPUNG,KOTA METRO,TANJUNG PANDAN,KOTA PANGKAL PINANG,KOTA BATAM,KOTA TANJUNG PINANG,DKI JAKARTA,KOTA BOGOR,KOTA SUKABUMI,KOTA BANDUNG,KOTA CIREBON,KOTA BEKASI,KOTA DEPOK,KOTA TASIKMALAYA,CILACAP,PURWOKERTO,KUDUS,KOTA SURAKARTA,KOTA SEMARANG,KOTA TEGAL,KOTA YOGYAKARTA,JEMBER,BANYUWANGI,SUMENEP,KOTA KEDIRI,KOTA MALANG,KOTA PROBOLINGGO,KOTA MADIUN,KOTA SURABAYA,KOTA TANGERANG,KOTA CILEGON,KOTA SERANG,SINGARAJA,KOTA DENPASAR,KOTA MATARAM,KOTA BIMA,MAUMERE,KOTA KUPANG,KOTA PONTIANAK,KOTA SINGKAWANG,SAMPIT,KOTA PALANGKA RAYA,TANJUNG,KOTA BANJARMASIN,KOTA BALIKPAPAN,KOTA SAMARINDA,KOTA TARAKAN,KOTA MANADO,KOTA PALU,BULUKUMBA,WATAMPONE,KOTA MAKASSAR,KOTA PARE-PARE,KOTA PALOPO,KOTA KENDARI,KOTA BAU-BAU,KOTA GORONTALO,MAMUJU,KOTA AMBON,KOTA TUAL,KOTA TERNATE,MANOKWARI,KOTA SORONG,MERAUKE,KOTA JAYAPURA
Feb-19,0.19,0.77,-0.03,0.96,-0.27,0.11,0.46,0.06,0.40,0.44,0.07,0.04,-0.35,0.76,0.32,0.31,-0.04,0.04,-0.19,2.09,0.05,0.02,-0.03,0.87,-0.02,1.17,0.17,0.53,0.06,0.86,0.45,0.37,0.30,0.00,0.01,0.06,0.22,0.40,1.04,0.47,0.13,-0.23,0.29,0.01,0.02,0.10,0.92,-0.19,-0.10,0.00,-0.01,0.02,-0.08,-0.06,0.18,0.08,-0.11,0.44,0.01,0.21,0.01,0.10,0.11,0.00,-0.47,0.10,0.00,0.37,0.06,0.02,0.17,0.00,0.03,0.02,-0.37,0.12,0.08,0.16,-0.06,0.02,0.09,0.36
Mar-19,-0.06,-0.26,0.19,0.03,-0.39,0.01,0.26,0.02,0.10,-0.13,0.03,-0.13,0.07,0.18,0.15,0.01,0.02,0.04,0.39,0.00,-0.25,0.05,0.09,0.42,0.00,0.04,0.03,0.01,0.04,0.61,0.16,0.06,0.10,0.00,0.00,0.06,0.02,0.39,-0.13,0.08,0.33,0.05,-0.07,0.20,-0.61,0.06,0.08,0.01,-0.02,0.02,-0.01,-0.06,0.03,0.00,-0.10,-0.05,0.13,-0.03,0.52,-0.02,0.02,0.00,0.29,0.00,0.18,0.30,0.00,0.36,0.64,0.01,0.00,0.42,-0.06,0.05,-0.09,-0.34,0.09,0.19,0.05,-0.01,0.00,0.16
Apr-19,-0.07,0.45,0.00,0.15,0.37,0.37,0.52,0.00,0.00,0.40,-0.02,-0.07,0.00,0.28,-0.01,-0.10,-0.01,0.14,0.03,0.16,0.08,0.21,0.00,1.04,-0.42,0.19,0.03,0.02,0.02,0.69,0.04,0.03,0.08,0.08,0.00,0.01,0.07,0.21,0.19,0.24,0.00,0.15,0.10,-0.02,0.02,0.03,0.05,-0.16,-0.02,0.00,-0.12,0.19,0.03,-0.36,-0.02,0.05,0.28,0.10,0.00,0.35,0.00,-0.13,-0.07,0.00,-0.05,0.16,0.00,-0.01,0.04,0.02,0.04,-0.05,-0.33,0.09,-0.17,-0.07,0.00,0.17,-0.03,-0.20,0.18,0.28
May-19,0.31,-0.01,0.00,0.00,0.03,0.10,0.17,-0.76,0.00,0.40,0.00,0.02,-0.09,0.00,0.05,0.07,0.00,0.06,0.14,0.09,0.09,-0.03,-0.01,-0.13,0.02,0.02,0.00,0.04,-0.02,0.30,0.38,0.12,-0.04,0.00,0.01,0.08,0.52,0.01,0.17,-0.29,0.56,0.10,0.13,-0.01,-0.01,0.06,0.00,0.00,0.00,0.00,0.04,0.80,0.02,-0.05,-0.27,-0.23,-0.01,-0.02,0.00,0.08,0.61,0.00,0.33,0.00,-0.17,0.58,0.00,-0.01,-0.27,0.37,0.01,-0.12,-0.07,-0.10,-0.30,0.00,0.32,0.86,0.02,-0.38,0.14,0.01
Jun-19,-0.03,0.30,0.00,0.02,0.00,0.23,1.12,0.36,0.00,0.00,-0.02,-0.07,0.08,0.14,0.12,-0.02,0.00,0.00,-0.18,0.07,-0.08,0.05,0.00,-0.02,0.07,-0.03,1.01,-0.01,-0.04,-0.27,0.02,-0.28,0.16,0.00,0.00,0.01,-0.02,0.05,0.19,0.13,0.01,0.01,-0.15,0.01,0.00,0.01,0.00,0.16,0.05,0.00,0.00,1.64,0.38,-0.02,0.02,-0.08,2.02,-0.01,0.00,0.10,0.00,0.05,-0.07,0.02,-0.04,0.25,1.76,0.02,0.06,-0.09,0.00,0.00,-0.09,0.03,0.24,0.11,-0.02,0.06,0.07,0.07,0.13,0.09
Jul-19,0.04,0.15,0.00,0.68,0.00,-0.05,0.02,-0.04,0.11,0.04,0.00,0.00,0.00,-0.41,0.21,-0.06,0.03,-0.01,-0.03,0.00,0.00,0.00,0.00,0.00,0.09,0.01,1.23,0.14,0.65,0.08,0.01,-0.02,0.02,0.00,0.06,-0.05,0.00,0.25,0.19,0.06,0.04,0.03,-0.08,-0.02,0.70,0.12,0.29,-0.01,0.10,-0.88,0.09,0.19,0.05,-0.03,-0.04,-0.07,-0.45,0.02,0.02,0.00,-0.01,0.08,0.02,-0.17,-0.47,0.23,-0.54,0.07,-0.07,0.00,0.00,0.00,0.00,-0.03,0.07,3.37,0.20,-0.48,0.02,0.14,0.01,0.11
Aug-19,5.13,0.38,-0.20,0.53,0.48,0.10,0.00,0.00,0.00,0.06,0.25,-0.07,0.38,0.00,0.04,-0.16,0.21,0.00,0.29,-0.34,0.07,0.00,0.03,0.09,-0.13,0.31,0.27,0.04,0.53,0.00,0.02,0.05,0.01,1.18,0.08,0.04,0.05,0.39,0.05,0.08,0.16,0.02,0.73,-0.24,0.50,0.17,3.19,0.18,0.04,0.00,0.00,0.04,0.00,0.13,0.00,0.02,0.08,0.00,0.05,0.15,0.00,0.07,0.13,0.81,0.16,0.01,0.63,0.02,0.00,-0.02,-0.01,-0.10,0.31,0.09,0.17,0.00,0.04,-0.10,-0.05,-0.08,0.08,0.26
Sep-19,0.28,-0.01,0.00,0.00,0.24,0.98,-0.09,0.29,0.00,0.00,-0.06,0.04,0.25,0.18,0.32,0.16,0.01,0.43,0.09,-0.03,0.09,-0.01,0.01,0.01,0.00,0.20,0.13,0.01,0.10,0.26,0.00,0.17,-0.02,0.39,0.16,0.07,0.11,0.28,-0.02,-0.12,0.01,0.09,0.19,1.02,0.04,-0.03,0.00,0.00,0.14,0.00,0.08,0.27,0.48,-0.15,-0.21,0.00,-0.06,-0.05,0.03,0.17,0.22,-0.10,0.05,0.00,-0.16,-0.16,0.00,0.02,0.02,0.03,0.05,0.00,0.14,0.36,-0.57,0.20,0.32,0.65,0.55,-0.02,0.01,0.11
Oct-19,-0.03,0.00,0.00,0.00,0.00,-0.10,0.12,0.00,-0.02,-0.23,-0.02,0.06,0.01,-0.11,0.21,-0.07,-0.02,0.00,0.23,-0.05,0.03,-0.02,0.03,0.00,0.07,0.00,0.00,0.38,0.00,-0.15,-0.01,0.13,-0.23,-0.22,0.12,-0.01,0.18,0.13,-0.02,0.05,0.00,0.38,0.09,0.02,0.12,-0.05,0.80,0.00,0.67,0.20,0.06,0.38,0.30,0.07,0.20,0.03,-0.42,0.03,-0.01,0.18,0.03,0.00,0.32,0.00,-0.02,0.22,0.00,0.15,0.07,0.33,0.15,0.00,-0.13,0.07,-0.04,0.00,0.35,1.07,-0.03,-0.01,-0.02,0.05
Nov-19,0.14,0.08,1.79,0.05,0.00,0.03,-0.01,-0.01,0.07,0.22,-0.09,-0.02,-0.25,-0.50,0.44,0.10,-0.31,0.00,0.07,0.38,0.02,-0.05,0.00,0.27,0.10,-0.01,0.24,0.04,0.25,-0.03,0.00,0.00,0.10,-0.24,0.08,0.04,0.02,0.30,0.07,-0.04,0.09,0.00,0.28,0.07,-0.04,0.20,0.49,-0.06,-0.19,0.01,0.46,-0.76,0.46,0.19,-0.02,-0.08,-0.08,-0.01,0.33,-0.06,0.19,-0.13,0.77,0.07,0.02,0.02,0.15,0.39,-0.19,0.62,0.27,0.00,0.08,0.08,-0.40,0.15,0.24,-0.01,0.02,0.14,-0.03,0.15
Dec-19,-0.03,0.03,-0.12,0.00,0.00,0.03,-0.10,-0.09,0.52,-0.29,0.01,-0.05,-0.16,-0.02,0.23,0.93,0.00,0.25,0.01,0.05,-0.01,0.01,0.03,0.09,-0.03,-0.01,-0.05,0.00,0.04,0.01,0.00,-0.06,0.03,-0.07,0.08,-0.04,0.17,0.18,0.07,-0.14,0.00,0.00,0.55,0.00,-0.02,0.64,0.09,-0.08,-0.05,-0.24,0.00,-0.71,-0.22,-0.10,0.12,-0.06,-0.11,0.06,0.00,-0.10,0.03,-0.45,1.84,0.09,0.02,0.14,0.02,0.20,-0.05,0.08,0.37,-0.07,0.00,0.02,-0.03,0.32,0.16,-0.08,-0.01,0.08,0.47,0.09
Jan-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.00,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Feb-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mar-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Apr-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,1.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
May-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jun-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jul-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aug-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sep-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Oct-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nov-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dec-20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.69
Jan-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Feb-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,1.99,0.00,0.00,0.00,0.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mar-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00
Apr-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.83,0.00,0.00
May-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.20
Jun-21,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.00,0.00,0.44,0.28,0.00,0.00,0.00,0.11,0.00,0.01,0.43,0.00,0.00,0.16,0.22,0.00,0.00,0.00,0.00,0.04,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.02,0.00,0.00,0.01,0.20,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.94,0.17,0.24,0.00,0.00,0.00,0.12,0.00,0.00,0.53
Jul-21,0.00,0.00,0.42,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.02,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.33,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,1.49,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.46,0.01,0.00,0.00,0.11,0.00,0.00,0.25
Aug-21,0.00,0.05,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.68,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.09,1.22,0.00,0.65,0.37,0.00,1.15,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.73,0.30,0.03,0.00,0.00,0.17,0.00,0.00,0.00
Sep-21,0.00,0.98,0.00,0.33,0.00,0.16,0.00,0.00,0.49,0.00,0.40,0.00,0.00,0.33,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.15,0.00,0.48,0.00,0.48,0.00,0.00,0.68,0.21,0.24,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.07,0.00,0.00,1.16,0.00,0.00,0.00,0.81,1.98,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.95,0.00,0.27,0.27,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00
Oct-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.65,0.00,0.00,0.49,0.25,0.49,0.00,0.62,0.00,0.05,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.19,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
